流水序,教育部字號,Unicode,常用字,
2612,A02612,74e2,瓢,瓢
2613,A02613,74e3,瓣,瓣
2614,A02614,74e6,瓦,瓦
2615,A02615,74f6,瓶,瓶
2616,A02616,74f7,瓷,瓷
2617,A02617,7504,甄,甄
2618,A02618,750c,甌,瓯
2619,A02619,7515,甕,瓮
2620,A02620,7518,甘,甘
2621,A02621,751a,甚,甚
2622,A02622,751c,甜,甜
2623,A02623,751f,生,生
2624,A02624,7522,產,产
2625,A02625,7525,甥,甥
2626,A02626,7526,甦,苏
2627,A02627,7528,用,用
2628,A02628,7529,甩,甩
2629,A02629,752c,甬,甬
2630,A02630,752b,甫,甫
2631,A02631,752d,甭,甭
2632,A02632,7530,田,田
2633,A02633,7531,由,由
2634,A02634,7532,甲,甲
2635,A02635,7533,申,申
2636,A02636,7537,男,男
2637,A02637,7538,甸,甸
2638,A02638,753d,甽,甽
2639,A02639,754f,畏,畏
2640,A02640,754c,界,界
2641,A02641,7554,畔,畔
2642,A02642,755d,畝,亩
2643,A02643,755c,畜,畜
2644,A02644,755a,畚,畚
2645,A02645,7559,留,留
2646,A02646,7565,略,略
2647,A02647,7566,畦,畦
2648,A02648,7562,畢,毕
2649,A02649,7570,異,异
2650,A02650,756b,畫,画
2651,A02651,756a,番,番
2652,A02652,7576,當,当
2653,A02653,7578,畸,畸
2654,A02654,7587,疇,畴
2655,A02655,7586,疆,疆
2656,A02656,758a,疊,叠
2657,A02657,758b,疋,疋
2658,A02658,758f,疏,疏
2659,A02659,7591,疑,疑
2660,A02660,759d,疝,疝
2661,A02661,7599,疙,疙
2662,A02662,759a,疚,疚
2663,A02663,75ab,疫,疫
2664,A02664,75a4,疤,疤
2665,A02665,75a5,疥,疥
2666,A02666,75be,疾,疾
2667,A02667,75c5,病,病
2668,A02668,75c7,症,症
2669,A02669,75b2,疲,疲
2670,A02670,75b3,疳,疳
2671,A02671,75bd,疽,疽
2672,A02672,75bc,疼,疼
2673,A02673,75b9,疹,疹
2674,A02674,75ca,痊,痊
2675,A02675,75d4,痔,痔
2676,A02676,75d5,痕,痕
2677,A02677,75b5,疵,疵
2678,A02678,75e2,痢,痢
2679,A02679,75db,痛,痛
2680,A02680,75e3,痣,痣
2681,A02681,75d9,痙,痉
2682,A02682,75d8,痘,痘
2683,A02683,75de,痞,痞
2684,A02684,7600,瘀,瘀
2685,A02685,75f0,痰,痰
2686,A02686,7601,瘁,瘁
2687,A02687,75f2,痲,麻
2688,A02688,75f1,痱,痱
2689,A02689,75fa,痺,痹
2690,A02690,75ff,痿,痿
2691,A02691,75f4,痴,痴
2692,A02692,7627,瘧,疟
2693,A02693,760d,瘍,疡
2694,A02694,760b,瘋,疯
2695,A02695,7609,瘉,愈
2696,A02696,7613,瘓,痪
2697,A02697,7620,瘠,瘠
2698,A02698,7629,瘩,瘩
2699,A02699,761f,瘟,瘟
2700,A02700,7624,瘤,瘤
2701,A02701,7626,瘦,瘦
2702,A02702,7621,瘡,疮
2703,A02703,7634,瘴,瘴
2704,A02704,7638,瘸,瘸
2705,A02705,7646,癆,痨
2706,A02706,7642,療,疗
2707,A02707,764c,癌,癌
2708,A02708,7656,癖,癖
2709,A02709,7658,癘,疠
2710,A02710,7652,癒,愈
2711,A02711,7662,癢,痒
2712,A02712,7665,癥,症
2713,A02713,7669,癩,癞
2714,A02714,766e,癮,瘾
2715,A02715,766c,癬,癣
2716,A02716,7671,癱,瘫
2717,A02717,7672,癲,癫
2718,A02718,7678,癸,癸
2719,A02719,767b,登,登
2720,A02720,767c,發,发
2721,A02721,767d,白,白
2722,A02722,767e,百,百
2723,A02723,7682,皂,皂
2724,A02724,7684,的,的
2725,A02725,7686,皆,皆
2726,A02726,7687,皇,皇
2727,A02727,7688,皈,皈
2728,A02728,768e,皎,皎
2729,A02729,7696,皖,皖
2730,A02730,7693,皓,皓
2731,A02731,769a,皚,皑
2732,A02732,76ae,皮,皮
2733,A02733,76b0,皰,疱
2734,A02734,76b4,皴,皴
2735,A02735,76ba,皺,皱
2736,A02736,76bf,皿,皿
2737,A02737,76c2,盂,盂
2738,A02738,76c8,盈,盈
2739,A02739,76c6,盆,盆
2740,A02740,76c3,盃,杯
2741,A02741,76ca,益,益
2742,A02742,76cd,盍,盍
2743,A02743,76ce,盎,盎
2744,A02744,76d4,盔,盔
2745,A02745,76d2,盒,盒
2746,A02746,76db,盛,盛
2747,A02747,76dc,盜,盗
2748,A02748,76de,盞,盏
2749,A02749,76df,盟,盟
2750,A02750,76e1,盡,尽
2751,A02751,76e3,監,监
2752,A02752,76e4,盤,盘
2753,A02753,76e7,盧,卢
2754,A02754,76e5,盥,盥
2755,A02755,76ea,盪,荡
2756,A02756,76ee,目,目
2757,A02757,76ef,盯,盯
2758,A02758,76f2,盲,盲
2759,A02759,76f4,直,直
2760,A02760,7701,省,省
2761,A02761,76f9,盹,盹
2762,A02762,76f8,相,相
2763,A02763,7709,眉,眉
2764,A02764,770b,看,看
2765,A02765,76fe,盾,盾
2766,A02766,76fc,盼,盼
2767,A02767,7729,眩,眩
2768,A02768,771f,真,真
2769,A02769,7720,眠,眠
2770,A02770,7728,眨,眨
2771,A02771,7737,眷,眷
2772,A02772,773e,眾,众
2773,A02773,773c,眼,眼
2774,A02774,7736,眶,眶
2775,A02775,7738,眸,眸
2776,A02776,773a,眺,眺
2777,A02777,774f,睏,困
2778,A02778,775b,睛,睛
2779,A02779,776b,睫,睫
2780,A02780,7766,睦,睦
2781,A02781,775e,睞,睐
2782,A02782,7763,督,督
2783,A02783,7779,睹,睹
2784,A02784,776a,睪,睪
2785,A02785,776c,睬,睬
2786,A02786,775c,睜,睁
2787,A02787,7765,睥,睥
2788,A02788,7768,睨,睨
2789,A02789,7784,瞄,瞄
2790,A02790,777d,睽,睽
2791,A02791,777f,睿,睿
2792,A02792,7761,睡,睡
2793,A02793,778e,瞎,瞎
2794,A02794,7787,瞇,眯
2795,A02795,778c,瞌,瞌
2796,A02796,7791,瞑,瞑
2797,A02797,77a0,瞠,瞠
2798,A02798,779e,瞞,瞒
2799,A02799,779f,瞟,瞟
2800,A02800,77a5,瞥,瞥
2801,A02801,77b3,瞳,瞳
2802,A02802,77aa,瞪,瞪
2803,A02803,77b0,瞰,瞰
2804,A02804,77ac,瞬,瞬
2805,A02805,77a7,瞧,瞧
2806,A02806,77ad,瞭,了
2807,A02807,77bd,瞽,瞽
2808,A02808,77bf,瞿,瞿
2809,A02809,77bb,瞻,瞻
2810,A02810,77c7,矇,蒙
2811,A02811,77d3,矓,胧
2812,A02812,77d7,矗,矗
2813,A02813,77da,矚,瞩
2814,A02814,77db,矛,矛
2815,A02815,77dc,矜,矜
2816,A02816,77e2,矢,矢
2817,A02817,77e3,矣,矣
2818,A02818,77e5,知,知
2819,A02819,77e9,矩,矩
2820,A02820,77ed,短,短
2821,A02821,77ee,矮,矮
2822,A02822,77ef,矯,矫
2823,A02823,77f3,石,石
2824,A02824,77fd,矽,矽
2825,A02825,7802,砂,砂
2826,A02826,7814,研,研
2827,A02827,780c,砌,砌
2828,A02828,780d,砍,砍
2829,A02829,7830,砰,砰
2830,A02830,7827,砧,砧
2831,A02831,7838,砸,砸
2832,A02832,781d,砝,砝
2833,A02833,7834,破,破
2834,A02834,7837,砷,砷
2835,A02835,7825,砥,砥
2836,A02836,782d,砭,砭
2837,A02837,786b,硫,硫
2838,A02838,7843,硃,朱
2839,A02839,785d,硝,硝
2840,A02840,786c,硬,硬
2841,A02841,786f,硯,砚
2842,A02842,788e,碎,碎
2843,A02843,78b0,碰,碰
2844,A02844,7897,碗,碗
2845,A02845,7898,碘,碘
2846,A02846,788c,碌,碌
2847,A02847,7889,碉,碉
2848,A02848,787c,硼,硼
2849,A02849,7891,碑,碑
2850,A02850,78c1,磁,磁
2851,A02851,789f,碟,碟
2852,A02852,78a7,碧,碧
2853,A02853,78b3,碳,碳
2854,A02854,78a9,碩,硕
2855,A02855,78cb,磋,磋
2856,A02856,78c5,磅,磅
2857,A02857,78ba,確,确
2858,A02858,78ca,磊,磊
2859,A02859,78be,碾,碾
2860,A02860,78d5,磕,磕
2861,A02861,78bc,碼,码
2862,A02862,78d0,磐,磐
2863,A02863,78e8,磨,磨
2864,A02864,78da,磚,砖
2865,A02865,78ec,磬,磬
2866,A02866,78f7,磷,磷
2867,A02867,78fa,磺,磺
2868,A02868,78f4,磴,磴
2869,A02869,78ef,磯,矶
2870,A02870,7901,礁,礁
2871,A02871,790e,礎,础
2872,A02872,7919,礙,碍
2873,A02873,7926,礦,矿
2874,A02874,792a,礪,砺
2875,A02875,792c,礬,矾
2876,A02876,792b,礫,砾
2877,A02877,793a,示,示
2878,A02878,793e,社,社
2879,A02879,7940,祀,祀
2880,A02880,7941,祁,祁
2881,A02881,7946,祆,祆
2882,A02882,7949,祉,祉
2883,A02883,7948,祈,祈
2884,A02884,7947,祇,只
2885,A02885,7955,祕,秘
2886,A02886,7950,祐,佑
2887,A02887,7960,祠,祠
2888,A02888,795f,祟,祟
2889,A02889,7956,祖,祖
2890,A02890,795e,神,神
2891,A02891,795d,祝,祝
2892,A02892,7957,祗,祗
2893,A02893,795a,祚,祚
2894,A02894,7965,祥,祥
2895,A02895,7968,票,票
2896,A02896,796d,祭,祭
2897,A02897,797a,祺,祺
2898,A02898,797f,祿,禄
2899,A02899,7981,禁,禁
2900,A02900,798e,禎,祯
2901,A02901,798f,福,福
2902,A02902,798d,禍,祸
2903,A02903,79a6,禦,御
2904,A02904,79a7,禧,禧
2905,A02905,79aa,禪,禅
2906,A02906,79ae,禮,礼
2907,A02907,79b1,禱,祷
2908,A02908,79b9,禹,禹
2909,A02909,842c,萬,万
2910,A02910,79bd,禽,禽
2911,A02911,79be,禾,禾
2912,A02912,79c1,私,私
2913,A02913,79c0,秀,秀
2914,A02914,79bf,禿,秃
2915,A02915,79c9,秉,秉
2916,A02916,79d1,科,科
2917,A02917,79d2,秒,秒
2918,A02918,79cb,秋,秋
2919,A02919,79e4,秤,秤
2920,A02920,79e3,秣,秣
2921,A02921,79e7,秧,秧
2922,A02922,79df,租,租
2923,A02923,79e6,秦,秦
2924,A02924,79e9,秩,秩
2925,A02925,79fb,移,移
2926,A02926,7a0d,稍,稍
2927,A02927,7a08,稈,秆
2928,A02928,7a0b,程,程
2929,A02929,7a05,稅,税
2930,A02930,7a00,稀,稀
2931,A02931,7a1c,稜,棱
2932,A02932,7a1a,稚,稚
2933,A02933,7a20,稠,稠
2934,A02934,7a14,稔,稔
2935,A02935,7a1f,稟,禀
2936,A02936,7a2e,種,种
2937,A02937,7a31,稱,称
2938,A02938,7a3f,稿,稿
2939,A02939,7a3c,稼,稼
2940,A02940,7a40,穀,谷
2941,A02941,7a3d,稽,稽
2942,A02942,7a37,稷,稷
2943,A02943,7a3b,稻,稻
2944,A02944,7a4d,積,积
2945,A02945,7a4e,穎,颖
2946,A02946,7a46,穆,穆
2947,A02947,7a4c,穌,稣
2948,A02948,7a57,穗,穗
2949,A02949,7a61,穡,穑
2950,A02950,7a62,穢,秽
2951,A02951,7a6b,穫,获
2952,A02952,7a69,穩,稳
2953,A02953,7a74,穴,穴
2954,A02954,7a76,究,究
2955,A02955,7a7a,空,空
2956,A02956,7a79,穹,穹
2957,A02957,7a7f,穿,穿
2958,A02958,7a81,突,突
2959,A02959,7a84,窄,窄
2960,A02960,7a88,窈,窈
2961,A02961,7a92,窒,窒
2962,A02962,7a95,窕,窕
2963,A02963,7a98,窘,窘
2964,A02964,7a97,窗,窗
2965,A02965,7a96,窖,窖
2966,A02966,7a9f,窟,窟
2967,A02967,7aa0,窠,窠
2968,A02968,7aaa,窪,洼
2969,A02969,7aa9,窩,窝
2970,A02970,7aaf,窯,窑
2971,A02971,7aae,窮,穷
2972,A02972,7aba,窺,窥
2973,A02973,7ac4,竄,窜
2974,A02974,7ac5,竅,窍
2975,A02975,7ac7,竇,窦
2976,A02976,7aca,竊,窃
2977,A02977,7acb,立,立
2978,A02978,7ad9,站,站
2979,A02979,7ae5,童,童
2980,A02980,7ae3,竣,竣
2981,A02981,7aed,竭,竭
2982,A02982,7aef,端,端
2983,A02983,7af6,競,竞
2984,A02984,7af9,竹,竹
2985,A02985,7afa,竺,竺
2986,A02986,7aff,竿,竿
2987,A02987,7afd,竽,竽
2988,A02988,7b06,笆,笆
2989,A02989,7b11,笑,笑
2990,A02990,7b20,笠,笠
2991,A02991,7b28,笨,笨
2992,A02992,7b1b,笛,笛
2993,A02993,7b2c,第,第
2994,A02994,7b26,符,符
2995,A02995,7b19,笙,笙
2996,A02996,7b1e,笞,笞
2997,A02997,7b49,等,等
2998,A02998,7b56,策,策
2999,A02999,7b46,筆,笔
3000,A03000,7b50,筐,筐
3001,A03001,7b52,筒,筒
3002,A03002,7b54,答,答
3003,A03003,7b4d,筍,笋
3004,A03004,7b4b,筋,筋
3005,A03005,7b4f,筏,筏
3006,A03006,7b77,筷,筷
3007,A03007,7bc0,節,节
3008,A03008,7b60,筠,筠
3009,A03009,7ba1,管,管
3010,A03010,7b95,箕,箕
3011,A03011,7b8b,箋,笺
3012,A03012,7b75,筵,筵
3013,A03013,7b97,算,算
3014,A03014,7b9d,箝,钳
3015,A03015,7b94,箔,箔
3016,A03016,7b8f,箏,筝
3017,A03017,7bad,箭,箭
3018,A03018,7bb1,箱,箱
3019,A03019,7bc4,範,范
3020,A03020,7bb4,箴,箴
3021,A03021,7bc6,篆,篆
3022,A03022,7bc7,篇,篇
3023,A03023,7bc1,篁,篁
3024,A03024,7bd9,篙,篙
3025,A03025,7c11,簑,蓑
3026,A03026,7bc9,築,筑
3027,A03027,7be4,篤,笃
3028,A03028,7bdb,篛,篛
3029,A03029,7be1,篡,篡
3030,A03030,7be9,篩,筛
3031,A03031,7c07,簇,簇
3032,A03032,7c0d,簍,篓
3033,A03033,7bfe,篾,篾
3034,A03034,7bf7,篷,篷
3035,A03035,7c2b,簫,箫
3036,A03036,7c27,簧,簧
3037,A03037,7c2a,簪,簪
3038,A03038,7c1e,簞,箪
3039,A03039,7c23,簣,篑
3040,A03040,7c21,簡,简
3041,A03041,7c3e,簾,帘
3042,A03042,7c3f,簿,簿
3043,A03043,7c38,簸,簸
3044,A03044,7c3d,簽,签
3045,A03045,7c37,簷,檐
3046,A03046,7c4c,籌,筹
3047,A03047,7c43,籃,篮
3048,A03048,7c4d,籍,籍
3049,A03049,7c50,籐,藤
3050,A03050,7c60,籠,笼
3051,A03051,7c5f,籟,籁
3052,A03052,7c64,籤,签
3053,A03053,7c6c,籬,篱
3054,A03054,7c6e,籮,箩
3055,A03055,7c72,籲,吁
3056,A03056,7c73,米,米
3057,A03057,7c89,粉,粉
3058,A03058,7c92,粒,粒
3059,A03059,7c97,粗,粗
3060,A03060,7c9f,粟,粟
3061,A03061,7ca5,粥,粥
3062,A03062,7cb1,粱,粱
3063,A03063,7cb3,粳,粳
3064,A03064,7cb5,粵,粤
3065,A03065,7cb9,粹,粹
3066,A03066,7cbd,粽,粽
3067,A03067,7cbe,精,精
3068,A03068,7cca,糊,糊
3069,A03069,7cd5,糕,糕
3070,A03070,7cd6,糖,糖
3071,A03071,7ce0,糠,糠
3072,A03072,7cdc,糜,糜
3073,A03073,7cde,糞,粪
3074,A03074,7ce2,糢,模
3075,A03075,7cdf,糟,糟
3076,A03076,7cd9,糙,糙
3077,A03077,7ce7,糧,粮
3078,A03078,7cef,糯,糯
3079,A03079,7cf8,糸,糸
3080,A03080,7cfb,系,系
3081,A03081,7cfe,糾,纠
3082,A03082,7d02,紂,纣
3083,A03083,7d05,紅,红
3084,A03084,7d00,紀,纪
3085,A03085,7d09,紉,纫
3086,A03086,7d07,紇,纥
3087,A03087,7d04,約,约
3088,A03088,7d21,紡,纺
3089,A03089,7d17,紗,纱
3090,A03090,7d0b,紋,纹
3091,A03091,7d0a,紊,紊
3092,A03092,7d20,素,素
3093,A03093,7d22,索,索
3094,A03094,7d14,純,纯
3095,A03095,7d10,紐,纽
3096,A03096,7d15,紕,纰
3097,A03097,7d1a,級,级
3098,A03098,7d1c,紜,纭
3099,A03099,7d0d,納,纳
3100,A03100,7d19,紙,纸
3101,A03101,7d1b,紛,纷
3102,A03102,7d46,絆,绊
3103,A03103,7d43,絃,弦
3104,A03104,7d71,統,统
3105,A03105,7d2e,紮,扎
3106,A03106,7d39,紹,绍
3107,A03107,7d3c,紼,绋
3108,A03108,7d40,絀,绌
3109,A03109,7d30,細,细
3110,A03110,7d33,紳,绅
3111,A03111,7d44,組,组
3112,A03112,7d2f,累,累
3113,A03113,7d42,終,终
3114,A03114,7d5e,絞,绞
3115,A03115,7d50,結,结
3116,A03116,7d68,絨,绒
3117,A03117,7d55,絕,绝
3118,A03118,7d2b,紫,紫
3119,A03119,7d6e,絮,絮
3120,A03120,7d72,絲,丝
3121,A03121,7d61,絡,络
3122,A03122,7d66,給,给
3123,A03123,7d62,絢,绚
3124,A03124,7d93,經,经
3125,A03125,7d79,絹,绢
3126,A03126,7d91,綑,捆
3127,A03127,7d81,綁,绑
3128,A03128,7d8f,綏,绥
3129,A03129,7dbb,綻,绽
3130,A03130,7db0,綰,绾
3131,A03131,7d9c,綜,综
3132,A03132,7dbd,綽,绰
3133,A03133,7dbe,綾,绫
3134,A03134,7da0,綠,绿
3135,A03135,7dca,緊,紧
3136,A03136,7db4,綴,缀
3137,A03137,7db2,網,网
3138,A03138,7db1,綱,纲
3139,A03139,7dba,綺,绮
3140,A03140,7da2,綢,绸
3141,A03141,7dbf,綿,绵
3142,A03142,7db5,綵,彩
3143,A03143,7db8,綸,纶
3144,A03144,7dad,維,维
3145,A03145,7dd2,緒,绪
3146,A03146,7dc7,緇,缁
3147,A03147,7de0,締,缔
3148,A03148,7df4,練,练
3149,A03149,7def,緯,纬
3150,A03150,7dfb,緻,致
3151,A03151,7dd8,緘,缄
3152,A03152,7dec,緬,缅
3153,A03153,7ddd,緝,缉
3154,A03154,7de8,編,编
3155,A03155,7de3,緣,缘
3156,A03156,7dda,線,线
3157,A03157,7dde,緞,缎
3158,A03158,7de9,緩,缓
3159,A03159,7d9e,綞,缍
3160,A03160,7e0a,縊,缢
3161,A03161,7e11,縑,缣
3162,A03162,7e08,縈,萦
3163,A03163,7e1b,縛,缚
3164,A03164,7e23,縣,县
3165,A03165,7e2e,縮,缩
3166,A03166,7e3e,績,绩
3167,A03167,7e46,繆,缪
3168,A03168,7e37,縷,缕
3169,A03169,7e32,縲,缧
3170,A03170,7e43,繃,绷
3171,A03171,7e2b,縫,缝
3172,A03172,7e3d,總,总
3173,A03173,7e31,縱,纵
3174,A03174,7e45,繅,缫
3175,A03175,7e41,繁,繁
3176,A03176,7e54,織,织
3177,A03177,7e55,繕,缮
3178,A03178,7e5e,繞,绕
3179,A03179,7e5a,繚,缭
3180,A03180,7e61,繡,绣
3181,A03181,7e6b,繫,系
3182,A03182,7e6d,繭,茧
3183,A03183,7e79,繹,绎
3184,A03184,7e69,繩,绳
3185,A03185,7e6a,繪,绘
3186,A03186,8fae,辮,辫
3187,A03187,7e7d,繽,缤
3188,A03188,7e7c,繼,继
3189,A03189,7e82,纂,纂
3190,A03190,7e8f,纏,缠
3191,A03191,7e8c,續,续
3192,A03192,7e93,纓,缨
3193,A03193,7e96,纖,纤
3194,A03194,7e9c,纜,缆
3195,A03195,7f36,缶,缶
3196,A03196,7f38,缸,缸
3197,A03197,7f3a,缺,缺
3198,A03198,7f3d,缽,钵
3199,A03199,7f44,罄,罄
3200,A03200,7f48,罈,坛
3201,A03201,7f50,罐,罐
3202,A03202,7f55,罕,罕
3203,A03203,7f54,罔,罔
3204,A03204,7f5f,罟,罟
3205,A03205,7f6e,置,置
3206,A03206,7f69,罩,罩
3207,A03207,7f6a,罪,罪
3208,A03208,7f72,署,署
3209,A03209,7f70,罰,罚
3210,A03210,7f75,罵,骂
3211,A03211,7f77,罷,罢
3212,A03212,7f79,罹,罹
3213,A03213,7f85,羅,罗
3214,A03214,7f88,羈,羁
3215,A03215,7f8a,羊,羊
3216,A03216,7f8c,羌,羌
3217,A03217,7f8b,羋,芈
3218,A03218,7f8e,美,美
3219,A03219,7f94,羔,羔
3220,A03220,7f9e,羞,羞
3221,A03221,7f9a,羚,羚
3222,A03222,5584,善,善
3223,A03223,7fa9,義,义
3224,A03224,7fa8,羨,羡
3225,A03225,7fa4,群,群
3226,A03226,7faf,羯,羯
3227,A03227,7fb2,羲,羲
3228,A03228,7fb6,羶,膻
3229,A03229,7fb9,羹,羹
3230,A03230,7fb8,羸,羸
3231,A03231,7fbd,羽,羽
3232,A03232,7fbf,羿,羿
3233,A03233,7fc5,翅,翅
3234,A03234,7fc1,翁,翁
3235,A03235,7fcc,翌,翌
3236,A03236,7fce,翎,翎
3237,A03237,7fd2,習,习
3238,A03238,7fd4,翔,翔
3239,A03239,7fd5,翕,翕
3240,A03240,7fe0,翠,翠
3241,A03241,7fe1,翡,翡
3242,A03242,7fdf,翟,翟
3243,A03243,7fe9,翩,翩
3244,A03244,7ff0,翰,翰
3245,A03245,7ff1,翱,翱
3246,A03246,7ff3,翳,翳
3247,A03247,7ffc,翼,翼
3248,A03248,7ff9,翹,翘
3249,A03249,7ffb,翻,翻
3250,A03250,8000,耀,耀
3251,A03251,8001,老,老
3252,A03252,8003,考,考
3253,A03253,8005,者,者
3254,A03254,8006,耆,耆
3255,A03255,800c,而,而
3256,A03256,8010,耐,耐
3257,A03257,800d,耍,耍
3258,A03258,8012,耒,耒
3259,A03259,8018,耘,耘
3260,A03260,8015,耕,耕
3261,A03261,8019,耙,耙
3262,A03262,8017,耗,耗
3263,A03263,801c,耜,耜
3264,A03264,8033,耳,耳
3265,A03265,8036,耶,耶
3266,A03266,803d,耽,耽
3267,A03267,803f,耿,耿
3268,A03268,804a,聊,聊
3269,A03269,8046,聆,聆
3270,A03270,8056,聖,圣
3271,A03271,8058,聘,聘
3272,A03272,805e,聞,闻
3273,A03273,805a,聚,聚
3274,A03274,8071,聱,聱
3275,A03275,8072,聲,声
3276,A03276,8070,聰,聪
3277,A03277,806f,聯,联
3278,A03278,8073,聳,耸
3279,A03279,8077,職,职
3280,A03280,8076,聶,聂
3281,A03281,807e,聾,聋
3282,A03282,807d,聽,听
3283,A03283,807f,聿,聿
3284,A03284,8086,肆,肆
3285,A03285,8084,肄,肄
3286,A03286,8085,肅,肃
3287,A03287,8087,肇,肇
3288,A03288,8089,肉,肉
3289,A03289,808b,肋,肋
3290,A03290,808c,肌,肌
3291,A03291,8096,肖,肖
3292,A03292,8093,肓,肓
3293,A03293,809d,肝,肝
3294,A03294,8098,肘,肘
3295,A03295,809b,肛,肛
3296,A03296,809a,肚,肚
3297,A03297,80b2,育,育
3298,A03298,80ba,肺,肺
3299,A03299,80a5,肥,肥
3300,A03300,80a2,肢,肢
3301,A03301,80b1,肱,肱
3302,A03302,80a1,股,股
3303,A03303,80ab,肫,肫
3304,A03304,80a9,肩,肩
3305,A03305,80b4,肴,肴
3306,A03306,80aa,肪,肪
3307,A03307,80af,肯,肯
3308,A03308,80d6,胖,胖
3309,A03309,80e5,胥,胥
3310,A03310,80da,胚,胚
3311,A03311,80c3,胃,胃
3312,A03312,80c4,胄,胄
3313,A03313,80cc,背,背
3314,A03314,80e1,胡,胡
3315,A03315,80db,胛,胛
3316,A03316,80ce,胎,胎
3317,A03317,80de,胞,胞
3318,A03318,80e4,胤,胤
3319,A03319,80f1,胱,胱
3320,A03320,8102,脂,脂
3321,A03321,80f0,胰,胰
3322,A03322,8105,脅,胁
3323,A03323,80ed,胭,胭
3324,A03324,80f4,胴,胴
3325,A03325,8106,脆,脆
3326,A03326,80f8,胸,胸
3327,A03327,80f3,胳,胳
3328,A03328,8108,脈,脉
3329,A03329,80fd,能,能
3330,A03330,810a,脊,脊
3331,A03331,812f,脯,脯
3332,A03332,8116,脖,脖
3333,A03333,8123,脣,唇
3334,A03334,812b,脫,脱
3335,A03335,8129,脩,修
3336,A03336,8155,腕,腕
3337,A03337,8154,腔,腔
3338,A03338,814b,腋,腋
3339,A03339,8151,腑,腑
3340,A03340,814e,腎,肾
3341,A03341,8139,脹,胀
3342,A03342,8146,腆,腆
3343,A03343,813e,脾,脾
3344,A03344,8150,腐,腐
3345,A03345,8171,腱,腱
3346,A03346,8170,腰,腰
3347,A03347,8178,腸,肠
3348,A03348,8165,腥,腥
3349,A03349,816e,腮,腮
3350,A03350,8173,腳,脚
3351,A03351,816b,腫,肿
3352,A03352,8179,腹,腹
3353,A03353,817a,腺,腺
3354,A03354,8166,腦,脑
3355,A03355,8180,膀,膀
3356,A03356,818f,膏,膏
3357,A03357,8188,膈,膈
3358,A03358,818a,膊,膊
3359,A03359,817f,腿,腿
3360,A03360,819b,膛,膛
3361,A03361,819c,膜,膜
3362,A03362,819d,膝,膝
3363,A03363,81a0,膠,胶
3364,A03364,819a,膚,肤
3365,A03365,81b3,膳,膳
3366,A03366,81a9,膩,腻
3367,A03367,81a8,膨,膨
3368,A03368,81c6,臆,臆
3369,A03369,81c3,臃,臃
3370,A03370,81ba,膺,膺
3371,A03371,81c2,臂,臂
3372,A03372,81c0,臀,臀
3373,A03373,81bf,膿,脓
3374,A03374,81bd,膽,胆
3375,A03375,81c9,臉,脸
3376,A03376,81be,膾,脍
3377,A03377,81cd,臍,脐
3378,A03378,81cf,臏,膑
3379,A03379,81d8,臘,腊
3380,A03380,81da,臚,胪
3381,A03381,81df,臟,脏
3382,A03382,81e3,臣,臣
3383,A03383,81e5,臥,卧
3384,A03384,81e7,臧,臧
3385,A03385,81e8,臨,临
3386,A03386,81ea,自,自
3387,A03387,81ed,臭,臭
3388,A03388,81ec,臬,臬
3389,A03389,81f3,至,至
3390,A03390,81f4,致,致
3391,A03391,81fa,臺,台
3392,A03392,81fb,臻,臻
3393,A03393,81fc,臼,臼
3394,A03394,81fe,臾,臾
3395,A03395,8200,舀,舀
3396,A03396,8202,舂,舂
3397,A03397,8205,舅,舅
3398,A03398,8207,與,与
3399,A03399,8208,興,兴
3400,A03400,8209,舉,举
3401,A03401,820a,舊,旧
3402,A03402,820c,舌,舌
3403,A03403,820d,舍,舍
3404,A03404,8210,舐,舐
3405,A03405,8212,舒,舒
3406,A03406,8214,舔,舔
3407,A03407,821b,舛,舛
3408,A03408,821c,舜,舜
3409,A03409,821e,舞,舞
3410,A03410,821f,舟,舟
3411,A03411,8222,舢,舢
3412,A03412,822a,航,航
3413,A03413,822b,舫,舫
3414,A03414,8228,舨,舨
3415,A03415,822c,般,般
3416,A03416,8235,舵,舵
3417,A03417,8237,舷,舷
3418,A03418,8236,舶,舶
3419,A03419,8239,船,船
3420,A03420,8247,艇,艇
3421,A03421,8258,艘,艘
3422,A03422,8259,艙,舱
3423,A03423,8266,艦,舰
3424,A03424,826e,艮,艮
3425,A03425,826f,良,良
3426,A03426,8271,艱,艰
3427,A03427,8272,色,色
3428,A03428,827e,艾,艾
3429,A03429,8292,芒,芒
3430,A03430,828b,芋,芋
3431,A03431,828d,芍,芍
3432,A03432,82b3,芳,芳
3433,A03433,829d,芝,芝
3434,A03434,8299,芙,芙
3435,A03435,82ad,芭,芭
3436,A03436,82bd,芽,芽
3437,A03437,829f,芟,芟
3438,A03438,82b9,芹,芹
3439,A03439,82b1,花,花
3440,A03440,82ac,芬,芬
3441,A03441,82a5,芥,芥
3442,A03442,82bb,芻,刍
3443,A03443,82e7,苧,苎
3444,A03444,8303,范,范
3445,A03445,8305,茅,茅
3446,A03446,82e3,苣,苣
3447,A03447,82db,苛,苛
3448,A03448,82e6,苦,苦
3449,A03449,8304,茄,茄
3450,A03450,82e5,若,若
3451,A03451,8302,茂,茂
3452,A03452,8309,茉,茉
3453,A03453,82d2,苒,苒
3454,A03454,82d7,苗,苗
3455,A03455,82f1,英,英
